"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"53","60","Out Magazine","Michael Musto","April 24th, 2017","'Charlie and the Chocolate Factory' wants very badly to be loved. It restores some elements that were in the original story, while updating it to the present and adding references to hip-hop and tweeting...There<U+2019>s also animation, large squirrels, and lots of funny business in Act Two, when Borle lets loose with his wryly witty taunting antics. The show has a lot of hard sell, but some rewards, as it lampoons gluttony at Broadway prices.","="
"54","60","DC Metro Theater Arts","Richard Seff","April 30th, 2017","<U+201C>I found this musical version oddly sweet and gooey, but David Greig<U+2019>s book I found more Dull than Dahl. As a result, despite star Christian Borle<U+2019>s game effort to inject charm into the characters of Willie Wonka and the <U+2018>Candy Man,<U+2019> the long first act didn<U+2019>t offer me much to cheer about<U+2026>The second act improves noticeably for Mr. Borle comes into his own and the Oompa Loompas arrive.<U+201D>","="
"55","60","CurtainUp","Simon Saltzman","April 23rd, 2017","Borle plays Wonka with exhilarating ferocity. Abetted by a compellingly motivated company...Some transfers from film or book to stage work and some don't. Not so sure this time...What has presumably remained intact is the serviceable, if not quite funny enough, book and the sprightly original score...'Charlie and the Chocolate Factory' may not be a golden ticket winner in the musical theater sweepstakes but it does win on its own terms by tickling our imagination.","="
"56","80","Musical Theater Review","Ron Cohen","April 30th, 2017","A family-sized, mouth-watering m<U+00E9>lange of eccentric perversity and tenderhearted pleasure...Act I seems to dawdle quite a bit...Still, the opening act has its virtues. Among them is the presence of one of Broadway<U+2019>s most distinctively appealing leading men playing Wonka, Christian Borle...It<U+2019>s in Act II that the dazzle quotient soars. Charlie<U+2019>s competitors are disposed of in deliciously sadistic ways, and the secrets of Willy Wonka<U+2019>s candy making are revealed.","="
"57","55","Epoch Times","Judd Hollander","May 6th, 2017","<U+201C>Sadly, the show fails to keep faith with its source material, proving to be an uneven mixture of satire and wistfulness<U+2026>The show<U+2019>s creators aren<U+2019>t sure whether to present a childhood fantasy or a dark allegory...The musical numbers written especially for the stage are not nearly as strong as the tunes used in the film<U+2026>But Borle does an excellent job...<U+2018>Charlie<U+2019> reminds one of a rather misshapen cake. It may taste okay, but the proper overall effect is lost.<U+201D>","="
"58","80","The Stage (UK)","Mark Shenton","April 24th, 2017","<U+201C>With a new director, plus new, and notably less expensive, designs and an extensively revised book and score, it moves faster and establishes its relationships far better<U+2026>Charlie's obnoxious fellow claimants for Wonka<U+2019>s factory tour are now played by adult actors, not kids; the Oompa Loompas are newly kitted out in body suits from which the actors' own heads pop out, while the new and less embellished design allows the audience to make its own imaginative leaps.<U+201D>","="
"59","35","BroadwaySelect","Peter Filichia","May 1st, 2017","The score is professional; the scenery tries to get by on our pure imagination; the cast is fine except for the child who plays Charlie...Worse still is the show<U+2019>s basic premise which we must face head-on: Willy Wonka is a serial killer...It<U+2019>s all meant to be a cautionary tale: 'Kids! Don<U+2019>t disobey your parents! Behave and you<U+2019>ll be rewarded!' and 'Parents! Don<U+2019>t overindulge your kids!<U+201D> But the message comes from a place of fear, not rationality.","="
"60","55","Daily Beast","Tim Teeman","April 23rd, 2017","Why does this production feel too small, too meager, and not magic enough  'Charlie and the Chocolate Factory' needs to go big, surely, or not at all. The modesty of this production feels a little lost on the stage...The show is far from a disaster, just far too timid. Borle and Flynn are charming flip sides of the same quirky coin, and as compadres are lovely to watch...There is a critically lacking wonder and magic here<U+2014>and Charlie and Wonka deserve buckets of both.","="
"61","60","StageZine","Scott Harrah","April 26th, 2017","<U+201C>The overall product will likely thrill many, but is mostly cotton candy without the substance or edgy humor of the book and original film<U+2026>The weakest by far of all the adaptations<U+2026>There are spectacular production numbers<U+2026>Director Jack O<U+2019>Brien and book writer still David Greig have not solved the main problem: The awkward first act<U+2026>It is truly a shame the people behind the show simply did not come up with fresh ideas to make this a more memorable musical.<U+201D>",""
"62","55","The Wall Street Journal","Edward Rothstein","April 25th, 2017","<U+201C>The new songs are fast-moving genre pieces that mostly go down without hiccups. O<U+2019>Brien<U+2019>s direction never lets the pace slacken, even if indigestion might result...If your tastes in candy and drama differ from mine, there is enough here at least to provide some amusement. And it is a legitimate treat to see how Wonka<U+2019>s small-sized servants, the Oompa Loompas, make their appearance...The musical<U+2019>s clotted and confused message left me longing for a steaming bowl of cabbage surprise.","="
"63","90","Peconic Public Broadcasting","David Richardson","April 24th, 2017","We finally have a terrific show for kids under 12 and, in fact, have a marvelous show for anyone still living...Mr. Borle is a total whirlwind and the kids will adore him. He<U+2019>s on stage about 95% of the time and how he can catch his breath is hard to imagine...So take your kids or any children for that matter and go see 'Charlie and the Chocolate Factory.' I guarantee they and you will have a ball.","="
"64","70","Drama Queen NYC","Jonathan Warman","May 1st, 2017","<U+201C>Shaiman<U+2019>s music is charming <U+2013> full of tasty licks as usual...It is most unfortunate that muddy sound design often obscures those witty lyrics. Christian Borle portrays Wonka with his usual <U+00E9>lan, with somewhat more humanity than previous incarnations. Director Jack O<U+2019>Brien has presented a smaller-scale production than Sam Mendes on the West End, and while I<U+2019>m not sure that was the right decision, it<U+2019>s still sufficiently splashy and vivid. Recommended.<U+201D>","="
"65","35","TheaterScene.net","David Kaufman","May 1st, 2017","<U+201C>Without the more spectacular effects of either of the films<U+2014>or even of the London production of the musical version, for that matter<U+2014><U+2019>Charlie<U+2019> loses most of its impact. It becomes a bunch of people running around a stage, trying to engage us in an empty story. And who cares, or why should we  Even Christian Borle seems to melt into the cardboard scenery.<U+201D>","="
"66","30","Simon Parris Man in Chair","Simon Parris","April 23rd, 2017","Broadway producers have taken blue-chip title 'Charlie and the Chocolate Factory' and diminished it to the point where it almost seems to be some sort of elaborate practical joke...These reductions in scale may have been more palatable if the musical itself were more appealing...Borle brings plenty of amusing quirks to Wonka, but overall pushes too hard where the role should be far more sinister and wickedly charming...The only recommendation that can be made is to avoid it.","="
"67","25","Frequent Business Traveler","Jonathan Spira","April 29th, 2017","A poor copy of its London incarnation...Anything of any consequence really happens in the final minutes of the first act or in the second act, including the truly unique dance sequences by the Oompa Loompa factory workers portrayed by dancers merged physically with puppets...The Dylan<U+2019>s candy bars sold in the lobby are pretty good and all in all bound to be more satisfying than the show itself.","="
"68","40","Exeunt Magazine","Jordan G. Teicher","May 2nd, 2017","<U+201C>The confection they<U+2019>ve crafted overloads on sweetness, goes berserk with frenetic energy, and then, predictably, crashes. It is, on the whole, a slightly nauseating experience<U+2026>Mindlessness seems to have won the day...Christian Borle, as the famous chocolatier himself, proves the exception to the rule in this production<U+2026>Wonka<U+2019>s factory is glaringly lacking in magic<U+2026>The new musical numbers are largely forgettable.<U+201D>","="
"69","40","Broadway News","Elizabeth Bradley","April 23rd, 2017","Flavors are missing and oddly combined, running the risk of pleasing neither children nor grown-ups...The music is serviceable enough without being in any way memorable. The lyrics are occasionally clever...What world are we in  Who is this show for  These strike me as the central problems with this adaptation and production...In the end, 'Charlie and the Chocolate Factory' doesn<U+2019>t deliver either an endorphin-inducing chocolate high or a satisfying experience.","="
"70","60","Entertainment Weekly","Chris Nashawaty","April 23rd, 2017","The roles are mostly well played, the book is fine, the songs are serviceable, and the sets are fairly clever, but none of it is<U+2014>transporting...The best thing about the new production is Christian Borle as Wonka...As good as Borle<U+2019>s version is, Wilder still owns it. That may not be surprising. But what is is how flat most of the musical feels. From the moment the curtain raises until the moment it finally drops, there<U+2019>s a sense that something is missing. Something magical.","="
"71","60","New Yorker","Michael Schulman","April 25th, 2017","The new production feels like the result of late-night script meetings and second-guessing. The artistic choices don<U+2019>t seem wrong so much as exasperated...The effort to rejigger the story into something new has also opened a few plot holes...Despite its problems, the show is still watchable, in part because Dahl spun his modern fairy tale so nimbly. And it has some real bright spots. There are catchy songs interspersed with the wonderful Bricusse-Newley songs from the 1971 film.","="
"72","40","SusanGranger.com","Susan Granger","April 29th, 2017","<U+201C>A garishly grotesque new musical<U+2026>Bizarrely, these obnoxious caricatures of <U+2018>children<U+2019> are played by adults<U+2026>The most memorable music is from the film score<U+2026>Mark Thompson<U+2019>s serviceable sets and costumes disappoint, as does Joshua Bergasse<U+2019>s clunky choreography<U+2026>Since family fare is always in demand on Broadway, it<U+2019>s too bad that something magical must have been lost crossing the Pond.","="
