"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"393","85","Original, Absorbing, Great acting, Entertaining, Great staging  Michele H 6126",""," May 5th, 2016","See it if You are looking for a top-notch broadway show.  Incredible score and great choreography.","Don't see it if you are looking for a  happy  show.  Chicago is a little dark, but in a nice way.="
"394","100","Raunchy, Riveting, Entertaining  Beth 15",""," May 5th, 2016","See it if You like great acting, singing and dancing","Don't see it if You are not a Bob Fosse fan="
"395","83","Edgy, Intelligent, Naughty, Great dancing  ALLYN H",""," May 5th, 2016","See it if Despite 20 years on Broadway, you want to see one of the greatest shows ever written! Funny, dark and very sexy.","Don't see it if You want to see something brand new and groundbreaking, OR if you are with kids under 12.="
"396","76","Disappointing, Overrated, Dated, Great staging  Danny K",""," May 5th, 2016","See it if you like the special celebrity star is in it.","Don't see it if you expect the same magic as the movie.="
"397","100","Clever, Edgy, Relevant  Chris 6097",""," May 4th, 2016","See it if you're a fan of classic old-school razzle dazzle type musicals","Don't see it if ... you expect spectacle or lavish sets or costumes="
"398","77","Raunchy, Dated, Entertaining, Fluffy, Great dancing  Jana 6124",""," May 4th, 2016","See it if you love the music, love dancing, want to see a show that has been entertaining people for decades.","Don't see it if do not want to sit next to tourists or prefer more modern productions="
"399","95","Funny, Edgy, Must see, Entertaining, Great staging  Ali 6125",""," May 4th, 2016","See it if You want to have catchy songs in your head!","Don't see it if You are too conservative."
"400","90","Funny, Clever, Delightful, Intelligent, Entertaining  John M 612466",""," May 3rd, 2016","See it if You want to see a classic musical that was way ahead of it's time in the 1970s with a classic Kander & Ebb score and outstanding dancing","Don't see it if You dislike darkly comic material that is cynical and snarky="
"401","60","Original, Clever, Disappointing, Slow, Unlike the movie  Jack M 6124",""," May 3rd, 2016","See it if you love big bands with fantastic jazz musicians and you're okay with a revue-like show with a loose plot.","Don't see it if you don't like big-bands like those of Frank Sinatra, you dislike the movie, or you expect it to be like the movie.="
"402","66","Disappointing, Overrated, Slow, Dated  MICHELE H 6124",""," May 3rd, 2016","See it if You want to see a first show","Don't see it if You really go to loads of shows as this is dated="
