"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"230","93","During previews Delightful, Enchanting, Exquisite, Romantic  Allyson S",""," April 7th, 2017","See it if You liked the movie, beautiful costumes and strong jawlines","Don't see it if Rasputin was your favorite part of the movie, if you have no imagination or are huge fans of communism="
"231","59","During previews Overrated, Great staging, Fluffy  Emily C 6154",""," April 6th, 2017","See it if you love great scenery and costumes. If you love Ramin Karimloo he is by far the strongest actor of the group.","Don't see it if looking for a strong storyline and music. are looking for the movie to be recreated. If you are looking for strong acting from the full cas="
"232","72","During previews Enchanting, Romantic, Banal, Great singing, Great staging  Marcia W 6133",""," April 6th, 2017","See it if You loved the movie and want to rechannel those memories... Scenery is fantastic. And great talent abounds.","Don't see it if You are not a fan of the movie.="
"233","87","During previews Absorbing, Enchanting, Romantic, Great writing, Great singing  Russell B",""," April 6th, 2017","See it if You enjoyed the animated version of Anastasia. It will delight you to see and updated version with more realistic take on the story.","Don't see it if You dislike staging heavily dependent on digital backdrops. If you are not a fan of lost princess like stories. That is the plot after all.=Also I saw this show very early on ins previews. I would recommend waiting a little while before seeing it. I assume that they will be making some changes. I am not a fan of digital backdrops, but given the size of the stage they don't have a whole lot of options. The actress who plays Anastasia is amazing and I think going to breakout as a big star. The show is flawed, but truly enchanting. Its ending was perfect and payed homage to the real story behind the mystery....<U+00A0>Read more Read less="
"234","90","During previews Delightful, Enchanting, Entertaining, Great singing, Great staging  Jason 7053",""," April 6th, 2017","See it if This is a wonderful show that reminds me of Cinderella. Great staging and singing. It is everything I want in a new musical.","Don't see it if if you are not looking for a big over the top production.="
"235","78","During previews Delightful, Enchanting, Entertaining, Great singing, Great staging  Lindsayyyy",""," April 5th, 2017","See it if you want to see a new spin on the tale of Anastasia and also want to hear recognizable songs from the animated movie","Don't see it if you're expecting it to be just like the Disney movie="
"236","86","During previews Ambitious, Delightful, Entertaining  Caroline 6067",""," April 3rd, 2017","See it if You're a fan of the movie or looking to learn about the Russian revolution","Don't see it if You're not familiar with the legend or movie="
"237","96","During previews Absorbing, Must see, Great singing, Great staging  Chris 6069",""," April 3rd, 2017","See it if you love a complete story filled with exceptional performances and incredible staging. This was a fully entertaining afternoon!","Don't see it if you do not like musicals as there is a lot of singing. The are historical references but not too many to lose you in a fun story line.="
"238","70","During previews Ambitious, Disappointing, Slow, Entertaining, Great singing  Michael 608324",""," April 2nd, 2017","See it if You really love the animated film and /or you love Ahrens/Flaherty. Christy Altomare gives a winning, captivating performance as a lead.","Don't see it if You are looking for a fresh or revelatory new musical. The overall score is fine with a few great tunes. The show itself felt uneven.=Also Look, I wanted to love this show, but I don't think it is a great stage musical. Too many scenes and songs seemed repetitive and the pacing was off at times. Additionally, the staging was often boring. Things really improved with the stunning rendition of  Journey to the Past  at the end of Act 1 and carried through into the second act. In the end, I was won over, especially by the principal performers. A word of caution: the box office will try to convince you that partial view seats are not that and all you will miss are a few  entrances and exits.  The seat I got was not a cheap one and I missed entire scenes and songs....<U+00A0>Read more Read less="
"239","75","During previews Enchanting, Cliched  ANDREW T",""," March 31st, 2017","See it if you enjoy great music, great acting","Don't see it if you are expecting it to be similar to the cartoon version="
