"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"1809","86","Funny, Clever, Delightful, Entertaining  AnneMarie 7092"," On","See it if You enjoy innovative theater","Don't see it if You have no imagination",""
"1810","72","Delightful, Quirky, Entertaining  Sheila 7092","  On","See it if Like TS Eliot","Don't see it if Don't' like felines and",""
"1811","79","Enchanting, Intense, Masterful, Indulgent, Entertaining  Kristen 7090"," On","See it if You love th broadway soundtrack of Cats","Don't see it if You are looking for more of a story",""
"1812","100","Funny, Absorbing, Enchanting, Masterful, Entertaining  Pauline N 7090"," On","See it if You are a lover of cats ,music & theatre, all 3 come together to tell the story of cats from all walks of life.Elaine Page is","Brilliant","Don't see it if If you are not a lover of Cats, musicals or theatre shows that are not crude & full of swearing , then this show is definitely not for you=Also I have seen this show twice.I loved it so much I could see it 100 times. One of my ultimate faves....<U+00A0>Read more Read less"
"1813","100","Delightful, Great acting, Entertaining, Great singing, Great staging  Marny S"," On","See it if It was the first Broadway show I saw and I loved it. I would see it again and am glad it is back on Broadway.","Don't see it if If you don't like Musicals and cats.",""
"1814","100","Funny, Clever, Delightful, Enchanting, Entertaining  Samantha S 6219"," On","See it if You love all things cats!","Don't see it if Youre only a fan of dogs!",""
"1815","80","Funny, Resonant, Entertaining, Fluffy  Celestia P"," On","See it if you love dance numbers with fluffy characters.","Don't see it if you dislike jukebox musicals or Webber.",""
"1816","80","Confusing, Dated, Entertaining, Great singing, Fluffy  Matthew 7088"," On","See it if You have kids and it's their first show","Don't see it if You don't like confusing nonstory driven shows",""
"1817","50","Funny, Confusing, Disappointing, Overrated, Great staging  Cynthia P 7082"," On","See it if Poetry is your thing","Don't see it if Can't understand poetry",""
"1818","100","Ambitious, Enchanting, Great singing  Camden 7061",""," March 2nd, 2017","See it if You have heard the music and know what you are expecting.","Don't see it if You are expecting a fluffy story about kittens. It needs the right mindset."
"1819","100","Clever, Delightful, Enchanting, Must see, Entertaining  Kaylea 7054"," On","See it if You want to see a lovely, entertaining, and moving show. Go into it with an open mind any you will really enjoy it!","Don't see it if You aren't going to be okay with seeing a bunch of people in unitards dancing around for a couple of hours.",""
"1820","68","Ambitious, Indulgent, Disappointing, Overrated, Dated  Sandy D 7053",""," February 22nd, 2017","See it if You have cheap tickets and want a night out.","Don't see it if Expecting an amazing experience.="
"1821","69","Banal, Disappointing, Excruciating, Cliched, Dated  JaneAnnCrum","  On","See it if you get a free ticket","Don't see it if you like T.S. Eliot's poetry.",""
"1822","100","Funny, Great acting, Must see, Entertaining, Great singing  Sam C 7040"," On","See it if Definitely see Cats if you love dancing!!!","Don't see it if If you're scared of cats!!! Lol",""
"1823","84","Delightful, Quirky, Great costumes  Erin B 7029","  On","See it if cats","Don't see it if you're more of a dog person",""
"1824","89","Delightful, Enchanting, Great acting, Must see, Great staging  Roch"," On","See it if Awesome","Don't see it if You don't like cats",""
"1825","100","Funny, Clever, Enchanting, Must see, Entertaining  Sherilyn M"," On","See it if You enjoy a classic that never goes out of style.","Don't see it if You dont have an imagination.",""
"1826","100","Absorbing, Delightful, Exquisite, Great singing  Ingeborg R"," On","See it if You love cats!!!","Don't see it if You not keen on old school musicals",""
"1827","87","Absorbing, Intense, Refreshing, Indulgent  Marlu 7004"," On","See it if I would see it if I got tickets again","Don't see it if The tickets are too expensive",""
"1828","100","Thought-provoking, Must see, Quirky, Entertaining, Great singing  Tiffani A"," On","See it if You love cats!","Don't see it if Hate cats.",""
"1829","96","Absorbing, Edgy, Thought-provoking, Must see, Great staging  Mel H"," On","See it if You have an active imagination.","Don't see it if Realism is more your taste.",""
"1830","78","Funny, Quirky, Entertaining  Chioma U"," On","See it if You want something different","Don't see it if You need structure in your story line",""
"1831","75","Absorbing, Clever, Enchanting, Quirky, Refreshing  Silvana 7003","  On","See it if You like a different take on a classic storyline.","Don't see it if You don't like cats or if you are against new ideas",""
"1832","100","Delightful, Enchanting, Must see, Riveting, Great singing  Lisa P 7003"," On","See it if You love great costuming!","Don't see it if You want a realistic storyline",""
"1833","100","Absorbing, Ambitious, Clever, Delightful, Enchanting  Lillian 7003"," On","See it if You enjoy musicals","Don't see it if You don't enjoy musicals",""
"1834","100","Clever, Great acting, Masterful, Must see, Relevant  Michele 7003","  On","See it if Loved it Classic piece","Don't see it if You don't like enjoying yourself :)",""
"1835","93","Funny, Clever, Quirky  Brenda B 7003",""," January 3rd, 2017","See it if You like cats and are interested in a family show","Don't see it if You don't like cats or Andrew Lloyd Webber="
"1836","78","Clever, Delightful, Entertaining  OnnaLeigh S","  On","See it if You're into cats hah","Don't see it if Your a dog person",""
"1837","50","Overrated  Wanda B 7002"," On","See it if There is nothing (tickets) available at the time. And do not go by what the  critics","say , go by what your friends and family say about th","Don't see it if You like a upbeat funny  non opera=type performance="
"1838","91","Epic, Masterful, Must see, Riveting, Great singing  Kyle M 7002"," On","See it if if you love dancing, ALW, and a fun night out. Cats is for you.","Don't see it if You don't like happy things.",""
"1839","95","Delightful, Great acting, Thought-provoking, Masterful, Entertaining  Patrice 7002"," On","See it if You love the music","Don't see it if You dont loke cats",""
"1840","98","Masterful, Must see, Entertaining, Great singing, Great staging  Ruby T","  On","See it if love it ! Is it still running  One of the earliest musical theater i have seen","Don't see it if You hate cats :)",""
"1841","100","Absorbing, Delightful, Enchanting, Great acting, Entertaining  Barbara 700159"," On","See it if You can. It was the most wonderful show I have ever seen","Don't see it if This if you don't like excellence",""
"1842","88","Absorbing, Clever, Delightful, Entertaining  Lindsay 7001","  On","See it if Love cats and great music.","Don't see it if Don't like cats.",""
"1843","62","Ambitious, Profound, Quirky, Confusing, Great singing  Ali S 7001"," On","See it if If you want to see amazing costumes and makeup","Don't see it if You want to understand the point of the show in the first act",""
