"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"203","60","Quirky, Disappointing, Cute, Great singing, Fluffy  Austin K",""," May 8th, 2017","See it if you like Phillipa Soo and are a fan of the movie. It's a good adaptation.","Don't see it if looking for music to be memorable. There's nothing that really stands out in the show.="
"204","66","Romantic, Disappointing, Entertaining, Great singing  Ali 7126",""," May 7th, 2017","See it if You like Philippa Soo and some cutely frustrating and romantic scenes.","Don't see it if You enjoyed the movie version. Leave your memory at that.="
"205","65","Great acting, Disappointing, Slow, Great singing  Marianne 18",""," May 6th, 2017","See it if You like Phillipa Soo. Nice sounding score.","Don't see it if Could have been more imaginative in some of the scenery. And the score was a tad bit boring, though it wasn't the worst I've ever heard.="
"206","75","Clever, Delightful, Enchanting  Christina 7113",""," May 6th, 2017","See it if You liked the movie Amelie, you love all things Parisian","Don't see it if you didn't like the movie="
"207","75","Funny, Clever, Great acting, Quirky, Romantic  Leah T",""," May 6th, 2017","See it if you like the film, the cast, and inventive theatre that meets your imagination halfway. It's charming with a fun group of people.","Don't see it if you like big splashy musicals. This is a smaller show.="
"208","24","Disappointing, Clunky, Misguided, Vapid, A waste  KatzReviews.com",""," May 5th, 2017","See it if You are a fan of the two leads, Phillipa Soo and Andrew Chanler-Berat. They were good but wasted here.","Don't see it if You like thoughtful, well-done musical theater. So many other shows are better options on Broadway these days.="
"209","70","Delightful, Quirky, Romantic, Fluffy, Sweet  Paul 7104",""," May 5th, 2017","See it if You like Philippa Soo, if you liked waitress (but a lighter more innocent story)","Don't see it if You like dance shows, with big production numbers. You like more pop/rock musicals="
"210","80","Delightful, Refreshing, Romantic, Great singing  Nico1029",""," May 4th, 2017","See it if looking for a good  date night  musical, something cute thar makes you smile, likes a show with no intermission.","Don't see it if not into cheesy romance="
"211","78","Funny, Clever, Enchanting, Intelligent, Romantic  Mr. F",""," May 4th, 2017","See it if You loved the movie","Don't see it if You don't like romantic stories="
"212","69","Quirky, Fluffy  Jessamyn",""," May 4th, 2017","See it if you just like a light night - no expectation of having intense feelings of delight or awe.","Don't see it if you don't like Amelie's character - sheltered, insecure, doesn't know what she wants for herself which dragged on just before it ended.="
"213","65","Enchanting, Quirky, Great singing, Fluffy, Whimsical  TaniaJ",""," May 4th, 2017","See it if You love Phillipa Soo or the original film. Very sweet & heartwarming with strong leads, but not memorable. Would've been better as a play.","Don't see it if You're looking for something of substance or serious. It's so sweet it'll give you a cavity.="
"214","69","Ambitious, Disappointing, Cute  Wesley D",""," May 2nd, 2017","See it if you are a fan of Philippa Soo.","Don't see it if you like the movie. The movie is better.="
