"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"138","94","Absorbing, Exquisite, Masterful, Riveting, Great singing  Eileen 24",""," July 2nd, 2016","See it if You are are looking for a riveting theater experience, spellbinding vocals, enjoy jazzy, bluesy music with a folk, nolo kind of sound.","Don't see it if If you only enjoy traditionally staged musicals="
"139","90","Absorbing, Enchanting, Entertaining, Great singing, Great staging  maxonstandby",""," July 2nd, 2016","See it if You like mythology and great music! The staging of the show was simple but fantastic, and the intimate setting made the show draw you in.","Don't see it if Youre expecting plot twists and drastic change from the myth. The adaptation, while modernized and different, is still a familiar story.="
"140","100","Absorbing, Clever, Delightful, Entertaining, Great singing  Patricia R 6138",""," July 1st, 2016","See it if You like musicals that tell the story in music. You like the story of Orpheus and Eurydice.","Don't see it if You don't like theater in the round.="
"141","85","Absorbing, Enchanting, Must see, Refreshing, Great singing  Olivia RF",""," June 30th, 2016","See it if you're interested in cool, relevant theatre and fresh reimaginings of classic stories.","Don't see it if the idea of a folk opera set in the mythic deep south doesn't appeal to you.="
"142","89","Absorbing, Ambitious, Great singing  Jenni S",""," June 30th, 2016","See it if You enjoyed the album, or if you like folk music storytelling and mythology.","Don't see it if You want a stand-and-sing style musical. Everything from the layout of the theatre and the stage to the actors' movements create intimacy.="
"143","100","Absorbing, Clever, Must see, Great singing, Great staging  Jake S 6083",""," June 30th, 2016","See it if you like stories told through music alone, have any interest in mythology, or want to try something a little different.","Don't see it if you like traditional theater shows.="
"144","85","Enchanting, Great singing, Great staging  Matt502",""," June 27th, 2016","See it if You are familiar with Greek Mythology, specifically the Eurydice myth","Don't see it if You don't like folk-style music="
"145","85","Absorbing, Refreshing, Entertaining, Great singing, Great staging  TheatreAddict",""," June 25th, 2016","See it if you're interested in a classic Greek myth retold in the style of a folk opera, with terrific music and performances.","Don't see it if you want a story that is complex or particularly nuanced, or a traditional musical. This one is pretty unusual."
"146","80","Great acting, Great staging, Great lighting, Music good, Lyrics pedestrian  Catherine 6062",""," June 21st, 2016","See it if you would enjoy an uneven musical that is so well staged and performed that it keeps you engaged","Don't see it if you would be frustrated with a show that engenders little emotional reaction and in the end feels rather facile but enjoyable="
"147","72","Creative, Clever, Overrated, Great staging  Richard 606223",""," June 21st, 2016","See it if A creative sung-through version of the myth with top-notch staging, lighting, direction and excellent cast (esp. Amber Gray) and great band","Don't see it if The lyrics are banal (e.g.,  I lift my cup/and drink it up ).  There's little character development as a result, so the show is a trifle.="
"148","86","Clever, Entertaining, Great singing  Suzanne 2",""," June 21st, 2016","See it if You enjoy modern, innovative musicals","Don't see it if You prefer traditional staging="
"149","100","Original, Absorbing, Ambitious, Quirky, Riveting  Betsy 5",""," June 20th, 2016","See it if you love a smart show that creates a new environment.  Cast is excellent and the directing evocative.  Captivating.","Don't see it if you don't like lively music and a fun story.="
"150","87","Absorbing, Ambitious, Epic, Great acting  TooFrank",""," June 19th, 2016","See it if you want an entertaining, provocative, and moving new musical with some stellar performances (Amber Gray!) and a first-rate live band.","Don't see it if you can't put up with uncomfortable seating or tolerate the occasional narrative stumble.="
"151","98","Clever, Masterful, Resonant, Entertaining, Sonic  Ry Loves NYC",""," June 15th, 2016","See it if You want to see an old Greek myth told with new life, new agency and music that soars in all of the best ways. It's engrossing.","Don't see it if You prefer a more straight-forward telling of a story and don't want to fill in the narrative gaps with your brain.="
